subjectTimestamp,localDateAndTime,participantPrivateID,taskName,bonusPayment,carriesInfo,carriesInfoText,predictedreward,predictedrewardText,age,gender
05/09/2023 12:35:00,05/09/2023 13:35:02,9326691,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.11,Yes,"at the start, for a tone that was common I was more inclined to take a risk ",No; There is no relationship between the tone sequences and the chance of winning.,,42,Female
05/09/2023 12:35:07,05/09/2023 13:35:07,9326682,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.22,No,,Other (please describe),I don't think they did correrelate at least I wasn't able to determine but may be not being able to remember them all,34,Female
05/09/2023 12:34:18,05/09/2023 13:34:18,9326683,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.46,Yes,"With the rarer tone sequences I tended to go with the left option, and with the common sequences went with the right option, i'm now thinking I maybe should have done the reverse so the rare option was always 'safe'.",Yes; Rare sequences predicted a higher chance of winning,,25,Male
05/09/2023 12:37:46,05/09/2023 13:37:46,9326707,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.12,No,,No; There is no relationship between the tone sequences and the chance of winning.,,35,Male
05/09/2023 12:34:52,05/09/2023 13:34:52,9326694,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,1.2,No,,No; There is no relationship between the tone sequences and the chance of winning.,,28,Female
05/09/2023 12:36:22,05/09/2023 13:36:22,9326759,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,1.38,No,,No; There is no relationship between the tone sequences and the chance of winning.,,41,Male
05/09/2023 12:33:42,05/09/2023 13:33:43,9326693,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.18,Yes,I think the rare tone sequence told me to choose the right option and the common tone was a 50/50 chance.,Yes; Common sequences predicted a higher chance of winning,,21,Male
05/09/2023 12:34:50,05/09/2023 13:34:50,9326701,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.85,No,,No; There is no relationship between the tone sequences and the chance of winning.,,27,Male
05/09/2023 12:41:59,05/09/2023 13:42:00,9326979,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.3,No,,Yes; Common sequences predicted a higher chance of winning,,56,Male
05/09/2023 12:34:33,05/09/2023 13:34:32,9326697,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.95,No,,No; There is no relationship between the tone sequences and the chance of winning.,,36,Male
05/09/2023 12:36:18,05/09/2023 13:36:16,9326717,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.51,No,,No; There is no relationship between the tone sequences and the chance of winning.,,21,Male
05/09/2023 12:38:45,05/09/2023 13:38:44,9326765,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.23,No,,No; There is no relationship between the tone sequences and the chance of winning.,,43,Female
05/09/2023 12:44:57,05/09/2023 13:44:57,9326960,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,1.34,No,,No; There is no relationship between the tone sequences and the chance of winning.,,50,Female
05/09/2023 12:36:27,05/09/2023 13:36:25,9326706,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.55,Yes,"selected b if common, n if rare",Yes; Rare sequences predicted a higher chance of winning,,32,Male
05/09/2023 12:40:18,05/09/2023 13:40:17,9326806,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.77,No,,No; There is no relationship between the tone sequences and the chance of winning.,,52,Male
05/09/2023 12:38:42,05/09/2023 13:38:42,9326711,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.45,No,,No; There is no relationship between the tone sequences and the chance of winning.,,60,Male
05/09/2023 12:35:36,05/09/2023 13:35:36,9326702,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.64,No,,No; There is no relationship between the tone sequences and the chance of winning.,,44,Female
05/09/2023 12:37:18,05/09/2023 13:37:19,9326710,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,1.48,Yes,I feel like the rarer tones means I will take more of a risk because it's not as common and I don't take risks as much,Yes; Rare sequences predicted a higher chance of winning,,29,Male
05/09/2023 12:35:01,05/09/2023 08:35:01,9326723,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.77,No,,No; There is no relationship between the tone sequences and the chance of winning.,,34,Male
05/09/2023 12:36:23,05/09/2023 13:36:29,9326727,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.65,No,,Yes; Rare sequences predicted a higher chance of winning,,53,Female
05/09/2023 12:35:28,05/09/2023 13:35:26,9326718,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,1.02,No,,No; There is no relationship between the tone sequences and the chance of winning.,,31,Female
05/09/2023 12:36:37,05/09/2023 13:36:37,9326722,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.88,No,,No; There is no relationship between the tone sequences and the chance of winning.,,36,Female
05/09/2023 12:39:12,05/09/2023 13:39:12,9326878,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.93,No,,No; There is no relationship between the tone sequences and the chance of winning.,,34,Male
05/09/2023 12:37:33,05/09/2023 13:37:33,9326737,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.79,No,,No; There is no relationship between the tone sequences and the chance of winning.,,38,Male
05/09/2023 12:40:31,05/09/2023 13:40:32,9326898,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,1.03,No,,No; There is no relationship between the tone sequences and the chance of winning.,,37,Male
05/09/2023 12:36:25,05/09/2023 13:36:24,9326726,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.84,No,,No; There is no relationship between the tone sequences and the chance of winning.,,39,Female
05/09/2023 12:36:32,05/09/2023 13:36:31,9326739,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,1.19,No,,No; There is no relationship between the tone sequences and the chance of winning.,,24,Male
05/09/2023 12:42:11,05/09/2023 08:42:11,9327022,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.77,No,,No; There is no relationship between the tone sequences and the chance of winning.,,41,Male
05/09/2023 12:35:19,05/09/2023 13:35:19,9326738,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.69,Yes,"I should have clicked no, I don't think so, think the tones were random",No; There is no relationship between the tone sequences and the chance of winning.,,29,Male
05/09/2023 12:40:47,05/09/2023 13:40:46,9326857,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.97,No,,No; There is no relationship between the tone sequences and the chance of winning.,,52,Female
05/09/2023 12:38:51,05/09/2023 13:38:49,9326751,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.97,No,,No; There is no relationship between the tone sequences and the chance of winning.,,54,Female
05/09/2023 12:40:41,05/09/2023 13:40:43,9326970,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,1.41,No,,No; There is no relationship between the tone sequences and the chance of winning.,,28,Male
05/09/2023 12:38:00,05/09/2023 13:38:00,9326790,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.56,No,,No; There is no relationship between the tone sequences and the chance of winning.,,40,Female
05/09/2023 12:37:04,05/09/2023 13:37:04,9326730,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,1.17,No,,No; There is no relationship between the tone sequences and the chance of winning.,,48,Female
05/09/2023 12:42:59,05/09/2023 13:42:59,9326728,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.38,No,,No; There is no relationship between the tone sequences and the chance of winning.,,24,Female
05/09/2023 12:37:55,05/09/2023 13:37:56,9326771,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.76,No,,No; There is no relationship between the tone sequences and the chance of winning.,,53,Male
05/09/2023 12:39:30,05/09/2023 13:39:30,9326899,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,1.02,Yes,I seemed to have a higher probabilty of getting a positive amount over a negative when i heard the rarer sounds.,Yes; Rare sequences predicted a higher chance of winning,,33,Female
05/09/2023 12:36:25,05/09/2023 13:36:23,9326747,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,1.27,No,,No; There is no relationship between the tone sequences and the chance of winning.,,41,Male
05/09/2023 12:38:09,05/09/2023 13:38:30,9326767,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.62,No,,No; There is no relationship between the tone sequences and the chance of winning.,,51,Male
05/09/2023 12:36:15,05/09/2023 13:36:16,9326733,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.99,Yes,I could not work out the exact pattern or action to take for each tone but there seemed to be somekind of pattern there.,Yes; Rare sequences predicted a higher chance of winning,,39,Male
05/09/2023 12:36:29,05/09/2023 13:36:31,9326745,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.71,Yes,yes it does i it is a monotone constantly then i feel like that is common but if has a diffeent sound at the end it is rare,Yes; Rare sequences predicted a higher chance of winning,,51,Female
05/09/2023 12:35:31,05/09/2023 13:35:32,9326741,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.79,No,,No; There is no relationship between the tone sequences and the chance of winning.,,25,Male
05/09/2023 12:41:40,05/09/2023 13:41:54,9326827,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.62,No,,Yes; Rare sequences predicted a higher chance of winning,,48,Male
05/09/2023 12:36:27,05/09/2023 13:36:27,9326743,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.24,Yes,i felt the rare ton would be a better outcome for me,Yes; Rare sequences predicted a higher chance of winning,,33,Female
05/09/2023 12:36:29,05/09/2023 13:36:29,9326757,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.88,No,,No; There is no relationship between the tone sequences and the chance of winning.,,40,Female
05/09/2023 12:45:00,05/09/2023 13:44:59,9326798,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.36,No,,No; There is no relationship between the tone sequences and the chance of winning.,,34,Male
05/09/2023 12:46:16,05/09/2023 13:46:16,9326814,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.59,Yes,the tone sequence which is rare seems the wrong answer for my perspective.,No; There is no relationship between the tone sequences and the chance of winning.,,36,Female
05/09/2023 12:36:54,05/09/2023 13:36:54,9326792,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.06,No,,No; There is no relationship between the tone sequences and the chance of winning.,,39,Female
05/09/2023 12:39:14,05/09/2023 13:39:16,9326791,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.69,No,,No; There is no relationship between the tone sequences and the chance of winning.,,61,Male
05/09/2023 12:37:32,05/09/2023 13:38:05,9326748,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.7,No,,No; There is no relationship between the tone sequences and the chance of winning.,,46,Male
05/09/2023 12:36:52,05/09/2023 13:36:51,9326777,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.85,No,,No; There is no relationship between the tone sequences and the chance of winning.,,40,Male
05/09/2023 12:36:44,05/09/2023 13:36:44,9326766,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,1.03,No,,No; There is no relationship between the tone sequences and the chance of winning.,,42,Male
05/09/2023 12:36:32,05/09/2023 13:36:31,9326756,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.82,No,,No; There is no relationship between the tone sequences and the chance of winning.,,60,Female
05/09/2023 12:39:42,05/09/2023 13:40:06,9326905,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.86,No,,No; There is no relationship between the tone sequences and the chance of winning.,,25,Female
05/09/2023 12:36:50,05/09/2023 13:36:50,9326762,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.59,No,,No; There is no relationship between the tone sequences and the chance of winning.,,27,Male
05/09/2023 12:38:29,05/09/2023 13:38:26,9326781,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.9,No,,Other (please describe),I was not sure,49,Male
05/09/2023 12:37:18,05/09/2023 13:37:19,9326768,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0,Yes,The tone for common was unifirm where as the rare tone had a tone change to the last beep,No; There is no relationship between the tone sequences and the chance of winning.,,76,Male
05/09/2023 12:38:19,05/09/2023 13:38:48,9326805,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.75,Yes,"I tried to listen if there was a sequence of the tones that related to the information shown on screen. 
Like if i chose -200 was this a rare occurance, and this would have altered the way i think about choosing the next sequence.",Yes; Common sequences predicted a higher chance of winning,,54,Male
05/09/2023 12:36:23,05/09/2023 08:36:15,9326764,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.84,No,,No; There is no relationship between the tone sequences and the chance of winning.,,40,Male
05/09/2023 13:17:44,05/09/2023 14:17:43,9326773,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.22,No,,No; There is no relationship between the tone sequences and the chance of winning.,,40,Female
05/09/2023 12:37:09,05/09/2023 13:37:08,9326807,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.8,Yes,"Tones could be higher or lower pitches. Higher pitch signifies positive, whilst lower is negative
",No; There is no relationship between the tone sequences and the chance of winning.,,29,Female
05/09/2023 12:36:19,05/09/2023 13:36:19,9326770,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,1.11,No,,No; There is no relationship between the tone sequences and the chance of winning.,,31,Male
05/09/2023 12:37:17,05/09/2023 13:37:17,9326772,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.47,Yes,i reliased that the normal tone meant safe and the unusual tones were the risk,Yes; Common sequences predicted a higher chance of winning,,37,Female
05/09/2023 12:38:47,05/09/2023 13:38:47,9326794,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.7,No,,No; There is no relationship between the tone sequences and the chance of winning.,,46,Female
05/09/2023 12:45:46,05/09/2023 13:45:46,9326983,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.61,No,,No; There is no relationship between the tone sequences and the chance of winning.,,31,Male
05/09/2023 12:37:52,05/09/2023 13:37:52,9326780,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.29,No,,No; There is no relationship between the tone sequences and the chance of winning.,,40,Male
05/09/2023 12:37:01,05/09/2023 13:37:01,9326778,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.4,No,,No; There is no relationship between the tone sequences and the chance of winning.,,33,Female
05/09/2023 12:40:52,05/09/2023 13:40:52,9326938,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.87,No,,No; There is no relationship between the tone sequences and the chance of winning.,,24,Male
05/09/2023 12:36:46,05/09/2023 13:36:46,9326787,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,1.07,No,,No; There is no relationship between the tone sequences and the chance of winning.,,29,Male
05/09/2023 12:37:13,05/09/2023 13:37:14,9326783,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,1.1,No,,No; There is no relationship between the tone sequences and the chance of winning.,,44,Male
05/09/2023 12:38:09,05/09/2023 13:38:09,9326818,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.49,No,,No; There is no relationship between the tone sequences and the chance of winning.,,32,Male
05/09/2023 12:38:33,05/09/2023 13:38:32,9326801,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.89,No,,No; There is no relationship between the tone sequences and the chance of winning.,,24,Male
05/09/2023 12:39:23,05/09/2023 08:39:23,9326837,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.08,No,,No; There is no relationship between the tone sequences and the chance of winning.,,60,Female
05/09/2023 12:38:45,05/09/2023 13:38:47,9326880,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.77,No,,Yes; Common sequences predicted a higher chance of winning,,38,Female
05/09/2023 12:40:34,05/09/2023 13:40:35,9326808,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.24,Yes,i could tell whichis rare and common from the sounds,Yes; Common sequences predicted a higher chance of winning,,33,Male
05/09/2023 12:40:55,05/09/2023 13:40:55,9326924,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.25,Yes,"I felt that with the common tone I seemed to press the right button more often, so if I was in doubt if it was the common tone I went for the right button.  ",Yes; Rare sequences predicted a higher chance of winning,,60,Male
05/09/2023 12:38:43,05/09/2023 13:38:44,9326834,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.55,No,,No; There is no relationship between the tone sequences and the chance of winning.,,32,Male
05/09/2023 12:39:19,05/09/2023 13:39:18,9326850,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.78,No,,No; There is no relationship between the tone sequences and the chance of winning.,,NaN,Female
05/09/2023 12:42:33,05/09/2023 13:42:32,9326891,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.73,Yes,"common gives the impression of normal, safe, okay. ",No; There is no relationship between the tone sequences and the chance of winning.,,60,Female
05/09/2023 12:37:43,05/09/2023 13:37:44,9326804,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.61,No,,No; There is no relationship between the tone sequences and the chance of winning.,,45,Male
05/09/2023 12:38:18,05/09/2023 08:38:14,9326809,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.45,No,,No; There is no relationship between the tone sequences and the chance of winning.,,32,Male
05/09/2023 12:38:40,05/09/2023 13:38:41,9326836,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,1.14,No,,No; There is no relationship between the tone sequences and the chance of winning.,,28,Male
05/09/2023 12:41:31,05/09/2023 13:41:29,9326922,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,1.12,No,,No; There is no relationship between the tone sequences and the chance of winning.,,21,Female
05/09/2023 12:42:11,05/09/2023 13:42:11,9326822,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.07,No,,No; There is no relationship between the tone sequences and the chance of winning.,,58,Female
05/09/2023 12:38:20,05/09/2023 13:38:26,9326811,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.05,No,,No; There is no relationship between the tone sequences and the chance of winning.,,30,Male
05/09/2023 12:39:19,05/09/2023 07:39:19,9326839,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.79,No,,Other (please describe),It alternated between the two tones. Sometimes the rare tones gave you a better chance of winning. Sometimes the normal tones gave you a better chance of winning.,59,Female
05/09/2023 12:38:39,05/09/2023 13:38:38,9326819,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.52,No,,No; There is no relationship between the tone sequences and the chance of winning.,,33,Male
05/09/2023 12:43:29,05/09/2023 13:43:28,9327039,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.72,No,,No; There is no relationship between the tone sequences and the chance of winning.,,33,Male
05/09/2023 12:38:03,05/09/2023 13:38:04,9326829,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,1.23,No,,No; There is no relationship between the tone sequences and the chance of winning.,,40,Male
05/09/2023 12:38:35,05/09/2023 13:38:33,9326859,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.66,No,,No; There is no relationship between the tone sequences and the chance of winning.,,31,Female
05/09/2023 12:38:04,05/09/2023 13:38:04,9326825,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,1.04,No,,No; There is no relationship between the tone sequences and the chance of winning.,,20,Male
05/09/2023 12:40:13,05/09/2023 13:40:11,9326842,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,1.42,Yes,I associated the common tone with the left option so that influenced my decision. Towards the end of the task I changed my tactic and based my decision on working out the average of the riskier choices and whether it would be better to choose the safer option - I feel hat this gave me better results.,Yes; Common sequences predicted a higher chance of winning,,44,Male
05/09/2023 12:37:38,05/09/2023 13:37:37,9326817,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.7,Yes,I think that when it's rare and there is a zero involved it's better to take the risk for points,Yes; Rare sequences predicted a higher chance of winning,,31,Female
05/09/2023 12:38:20,05/09/2023 13:38:20,9326831,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.56,Yes,"The more common tones may inform that it was safer to take the single choice option, ie not gamble.",Yes; Rare sequences predicted a higher chance of winning,,33,Male
05/09/2023 12:42:49,05/09/2023 13:42:49,9326824,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0,No,,No; There is no relationship between the tone sequences and the chance of winning.,,45,Male
05/09/2023 12:39:46,05/09/2023 13:39:46,9326955,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.88,No,,No; There is no relationship between the tone sequences and the chance of winning.,,27,Male
05/09/2023 12:37:41,05/09/2023 13:37:40,9326835,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.61,No,,No; There is no relationship between the tone sequences and the chance of winning.,,34,Male
05/09/2023 12:43:32,05/09/2023 13:43:28,9327037,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.77,Yes,I think it probably did carry information about the best choice to make but I was unable to work out what that was.,Other (please describe),I think there was a relationship but I couldn't figure out what it was.,46,Female
05/09/2023 12:40:56,05/09/2023 13:41:01,9326868,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.8,No,,No; There is no relationship between the tone sequences and the chance of winning.,,54,Female
05/09/2023 12:49:13,05/09/2023 13:49:13,9327041,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.94,Yes,high pitch rare tone semed to inidcate a possible win on the choices of two,Yes; Rare sequences predicted a higher chance of winning,,51,Male
05/09/2023 12:39:24,05/09/2023 13:39:25,9326838,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,1.39,No,,No; There is no relationship between the tone sequences and the chance of winning.,,33,Female
